ID,t,logFC,P.Value
HGNC:27254,-0.10840135,-0.005784394,0.915967728
HGNC:8762,-0.128716865,-0.005795389,0.900307597
HGNC:18647,-0.124432035,-0.005807093,0.903607016
HGNC:19199,-0.084957604,-0.005826976,0.934086231
HGNC:12538,-0.127350314,-0.005833954,0.901359659
HGNC:20788,-0.101218524,-0.005838355,0.921514076
HGNC:651,-0.103517835,-0.00584846,0.919738122
HGNC:9875,-0.102548946,-0.005854449,0.920486421
HGNC:11343,-0.126728687,-0.005854982,0.901838295
HGNC:37384,-0.11171402,-0.005873047,0.913411379
HGNC:18248,-0.140415367,-0.005878342,0.891309909
HGNC:7142,-0.140140989,-0.005892131,0.891520761
HGNC:10645,-0.107237732,-0.005894042,0.91686592
HGNC:1805,-0.123459012,-0.005913051,0.904356539
HGNC:50757,-0.106187007,-0.005916594,0.917677078
HGNC:7594,-0.128201322,-0.005919525,0.900704473
HGNC:41029,-0.115846942,-0.005924882,0.910223521
HGNC:24656,-0.132346034,-0.005935938,0.897514624
HGNC:44311,-0.135695484,-0.005943941,0.894938232
HGNC:27912,-0.144241976,-0.005947796,0.888370219
HGNC:20044,-0.146253119,-0.005975204,0.886825927
HGNC:25374,-0.098473283,-0.005991059,0.923635059
HGNC:34512,-0.10458411,-0.005996599,0.918914704
HGNC:6172,-0.136882609,-0.006006932,0.894025407
HGNC:4853,-0.145275716,-0.006036195,0.887576381
HGNC:9608,-0.124662025,-0.006057524,0.903429868
HGNC:5261,-0.119039411,-0.006080518,0.907762216
HGNC:24427,-0.123186403,-0.006084301,0.904566549
HGNC:39739,-0.087174218,-0.006099112,0.93237124
HGNC:25564,-0.145822029,-0.006126617,0.887156905
HGNC:170,-0.138106985,-0.006151891,0.893084109
HGNC:24548,-0.136211896,-0.006160496,0.894541123
HGNC:7801,-0.125146722,-0.00616299,0.903056554
HGNC:31992,-0.133677144,-0.006177186,0.896490583
HGNC:2884,-0.083430821,-0.006193982,0.935267709
HGNC:2269,-0.137591146,-0.006198891,0.893480664
HGNC:20884,-0.133143941,-0.006208157,0.89690076
HGNC:26341,-0.087071258,-0.006210831,0.932450891
HGNC:28740,-0.087739171,-0.006220313,0.931934195
HGNC:20599,-0.082214177,-0.006230929,0.936209311
HGNC:17061,-0.137954856,-0.006234402,0.893201056
HGNC:29805,-0.106968355,-0.006241873,0.917073869
HGNC:3272,-0.149324336,-0.006317877,0.884468609
HGNC:26314,-0.094946413,-0.006337356,0.926360859
HGNC:1391,-0.140055744,-0.006341409,0.89158627
HGNC:11121,-0.145027224,-0.006346526,0.887767192
HGNC:12555,-0.133207269,-0.006352969,0.896852041
HGNC:6427,-0.140537601,-0.006361508,0.891215979
HGNC:12022,-0.129255704,-0.006370757,0.89989282
HGNC:17840,-0.143251218,-0.006411355,0.889131172
HGNC:658,-0.086853733,-0.006418165,0.932619176
HGNC:1354,-0.104333251,-0.00643451,0.919108418
HGNC:37444,-0.085386356,-0.006447971,0.933754478
HGNC:52348,-0.138693993,-0.006496862,0.892632881
HGNC:4042,-0.124097928,-0.006535488,0.903864368
HGNC:29609,-0.149634959,-0.006542834,0.884230255
HGNC:2542,-0.130348128,-0.00654432,0.899052012
HGNC:14451,-0.114675787,-0.006549557,0.911126702
HGNC:27377,-0.145360828,-0.006552398,0.887511027
HGNC:17379,-0.120038363,-0.006555107,0.906992264
HGNC:19066,-0.124080025,-0.006565768,0.903878159
HGNC:12289,-0.136113787,-0.006608794,0.894616565
HGNC:8966,-0.140472548,-0.006610145,0.891265968
HGNC:463,-0.145058263,-0.006611372,0.887743358
HGNC:1157,-0.149141263,-0.00661397,0.884609094
HGNC:14909,-0.128232929,-0.006614802,0.90068014
HGNC:28116,-0.156684976,-0.006625573,0.878823839
HGNC:1536,-0.141302203,-0.006640392,0.890628464
HGNC:27662,-0.093094937,-0.006661928,0.927792209
HGNC:4868,-0.145525812,-0.006668873,0.887384345
HGNC:19277,-0.088403248,-0.006681059,0.931420498
HGNC:30705,-0.139145367,-0.006686953,0.89228594
HGNC:25244,-0.124315627,-0.006702606,0.90369668
HGNC:25798,-0.155140841,-0.006714141,0.88000743
HGNC:28797,-0.156860811,-0.006717368,0.87868908
HGNC:26647,-0.122742533,-0.006725155,0.90490851
HGNC:30692,-0.149562328,-0.006728587,0.884285987
HGNC:17579,-0.15114176,-0.006729963,0.883074202
HGNC:11346,-0.155734285,-0.006735722,0.879552514
HGNC:2087,-0.121206232,-0.006762214,0.906092245
HGNC:30410,-0.132342846,-0.006776006,0.897517077
HGNC:4713,-0.146430196,-0.00677605,0.886689979
HGNC:904,-0.135768261,-0.006793255,0.894882267
HGNC:4887,-0.103387234,-0.006808971,0.919838984
HGNC:26816,-0.102582548,-0.006824428,0.920460468
HGNC:21303,-0.126698228,-0.006825908,0.901861748
HGNC:6612,-0.147213196,-0.00683017,0.886088892
HGNC:10908,-0.150594888,-0.006837515,0.883493742
HGNC:33522,-0.090934393,-0.006860838,0.92946284
HGNC:13626,-0.070094109,-0.006875197,0.945594874
HGNC:3529,-0.140149097,-0.006887377,0.89151453
HGNC:2571,-0.143409392,-0.006891897,0.889009678
HGNC:33194,-0.151516695,-0.006919864,0.882786588
HGNC:13728,-0.145478941,-0.006945611,0.887420335
HGNC:8126,-0.141545282,-0.006950492,0.890441698
HGNC:4606,-0.147254627,-0.006961839,0.886057088
HGNC:11219,-0.156597889,-0.006969915,0.878890584
HGNC:10302,-0.134199907,-0.006971832,0.89608847
HGNC:14891,-0.155965394,-0.006979914,0.879375365
HGNC:6163,-0.134676353,-0.006985943,0.895722011
HGNC:6822,-0.155735751,-0.006999134,0.87955139
HGNC:11777,-0.107963603,-0.007002713,0.916305608
HGNC:24329,-0.169499987,-0.007018088,0.869013522
HGNC:7968,-0.154393151,-0.0070255,0.880580652
HGNC:4581,-0.153937566,-0.007029035,0.880929966
HGNC:36632,-0.16400365,-0.007034268,0.873218374
HGNC:566,-0.144748347,-0.007034933,0.887981346
HGNC:27069,-0.137908969,-0.007048667,0.893236331
HGNC:21918,-0.153795931,-0.007055413,0.881038569
HGNC:2893,-0.145335528,-0.007083714,0.887530454
HGNC:29173,-0.143390079,-0.007099197,0.889024513
HGNC:18368,-0.15799919,-0.007136185,0.877816734
HGNC:21268,-0.16648915,-0.007142428,0.87131637
HGNC:11039,-0.150408589,-0.007155562,0.883636672
HGNC:13871,-0.151012119,-0.007178681,0.883173654
HGNC:5988,-0.175905277,-0.007185315,0.864118755
HGNC:4407,-0.168396165,-0.007193034,0.869857634
HGNC:27874,-0.152632729,-0.007211566,0.881930582
HGNC:41001,-0.141546767,-0.007220299,0.890440557
HGNC:6383,-0.165156865,-0.007244006,0.87233578
HGNC:11538,-0.126912915,-0.007246738,0.90169644
HGNC:15864,-0.174497613,-0.007272905,0.865193944
HGNC:18175,-0.170730913,-0.007281636,0.868072416
HGNC:19100,-0.15324669,-0.007288322,0.881459738
HGNC:20223,-0.101417194,-0.007296075,0.921360608
HGNC:668,-0.104088743,-0.00731693,0.919297232
HGNC:29097,-0.108859785,-0.007321664,0.915613897
HGNC:467,-0.12577478,-0.007355453,0.902572859
HGNC:5525,-0.152795608,-0.007359621,0.881805666
HGNC:17936,-0.157943921,-0.007366887,0.877859083
HGNC:615,-0.121277295,-0.007368633,0.906037485
HGNC:26502,-0.119425384,-0.007371105,0.907464711
HGNC:30025,-0.139452843,-0.007379967,0.892049619
HGNC:30384,-0.151085828,-0.007384923,0.883117109
HGNC:25017,-0.103421303,-0.007406907,0.919812672
HGNC:3765,-0.139976914,-0.007409768,0.891646851
HGNC:27003,-0.130575929,-0.007410871,0.898876697
HGNC:32423,-0.110766474,-0.007413787,0.914142483
HGNC:10322,-0.176451348,-0.007421603,0.86370174
HGNC:26891,-0.128696096,-0.007423909,0.900323585
HGNC:10047,-0.176951659,-0.007433545,0.863319709
HGNC:28489,-0.155338639,-0.007434665,0.879855799
HGNC:28525,-0.10767208,-0.007437218,0.916530634
HGNC:15945,-0.166917135,-0.007441495,0.870988946
HGNC:10970,-0.157456993,-0.007451639,0.878232201
HGNC:26790,-0.16403072,-0.00745598,0.873197654
HGNC:7146,-0.178209966,-0.007459059,0.862359045
HGNC:32455,-0.131733733,-0.007463058,0.897985742
HGNC:7713,-0.174603594,-0.007463312,0.865112984
HGNC:24306,-0.160744762,-0.007463875,0.8757135
HGNC:28725,-0.143293801,-0.007479359,0.889098464
HGNC:8259,-0.158949472,-0.007482524,0.877088659
HGNC:3542,-0.140502148,-0.007495259,0.891243222
HGNC:4261,-0.168233914,-0.007518948,0.869981725
HGNC:44350,-0.16307015,-0.007536222,0.873932947
HGNC:28141,-0.178043629,-0.00753671,0.862486023
HGNC:16878,-0.18112838,-0.007562607,0.860131879
HGNC:21145,-0.180684529,-0.007600937,0.860470518
HGNC:48633,-0.152098348,-0.007652822,0.882340436
HGNC:14220,-0.166679199,-0.007659849,0.871170972
HGNC:25286,-0.13117099,-0.00766482,0.898418766
HGNC:28119,-0.141997058,-0.007685899,0.890094603
HGNC:29478,-0.145964952,-0.007692342,0.88704717
HGNC:17820,-0.143794936,-0.007700618,0.888713553
HGNC:25854,-0.179637565,-0.007713946,0.861269423
HGNC:5233,-0.134674759,-0.007747807,0.895723237
HGNC:1527,-0.183494953,-0.007750793,0.858326799
HGNC:27424,-0.131995781,-0.007759557,0.897784111
HGNC:19885,-0.119910006,-0.007774387,0.90709119
HGNC:11751,-0.159273476,-0.007781828,0.876840446
HGNC:28781,-0.162083383,-0.007787471,0.874688426
HGNC:25316,-0.143497225,-0.007790401,0.888942215
HGNC:22215,-0.156869994,-0.007801256,0.878682043
HGNC:11120,-0.104894474,-0.007808049,0.918675048
HGNC:28874,-0.178019893,-0.00783952,0.862504143
HGNC:245,-0.179383635,-0.007857438,0.861463214
HGNC:10013,-0.166180747,-0.007859856,0.871552326
HGNC:9212,-0.135608762,-0.007862089,0.895004923
HGNC:9362,-0.135759174,-0.007874639,0.894889255
HGNC:17897,-0.179502702,-0.007886332,0.861372344
HGNC:20470,-0.177101676,-0.007897241,0.863205165
HGNC:29304,-0.149826942,-0.007918514,0.884082946
HGNC:49258,-0.194219857,-0.007927653,0.850157476
HGNC:44064,-0.114854807,-0.007930797,0.910988635
HGNC:9516,-0.112253525,-0.007937473,0.912995147
HGNC:4669,-0.153566862,-0.007964737,0.881214218
HGNC:10760,-0.141632849,-0.008001388,0.89037442
HGNC:5953,-0.165102978,-0.008019121,0.872377018
HGNC:24643,-0.189045707,-0.008020571,0.854096426
HGNC:6773,-0.152620266,-0.008030218,0.88194014
HGNC:16001,-0.128282978,-0.008043058,0.90064161
HGNC:40426,-0.159608121,-0.008047838,0.876584096
HGNC:11780,-0.164311494,-0.008075602,0.872982752
HGNC:15139,-0.168292175,-0.008086625,0.869937166
HGNC:29122,-0.14646385,-0.008090138,0.886664143
HGNC:23709,-0.110390215,-0.008097521,0.91443282
HGNC:39875,-0.174649825,-0.008111277,0.865077669
HGNC:25966,-0.16335968,-0.00811722,0.873711305
HGNC:25640,-0.192824846,-0.008145702,0.851219038
HGNC:24579,-0.184355783,-0.008149708,0.857670423
HGNC:7645,-0.15188713,-0.008154973,0.882502444
HGNC:8230,-0.14698852,-0.008159727,0.886261361
HGNC:18066,-0.098917011,-0.008197092,0.92329219
HGNC:26686,-0.163453723,-0.008215967,0.873639316
HGNC:29010,-0.188002751,-0.008222148,0.854890921
HGNC:38522,-0.187153842,-0.008257685,0.855537723
HGNC:16523,-0.113978224,-0.008267878,0.911664719
HGNC:387,-0.19976388,-0.008275168,0.845941794
HGNC:23728,-0.14643813,-0.008276862,0.886683888
HGNC:16777,-0.162007946,-0.008309397,0.874746187
HGNC:8601,-0.179403348,-0.008321152,0.861448169
HGNC:16711,-0.188110068,-0.008329891,0.854809162
HGNC:18163,-0.092820461,-0.008341904,0.928004426
HGNC:16428,-0.203273791,-0.008358665,0.843275504
HGNC:16159,-0.181571946,-0.008369821,0.859793488
HGNC:17042,-0.166038441,-0.008370081,0.871661206
HGNC:17557,-0.184760739,-0.008372234,0.857361687
HGNC:30287,-0.193413777,-0.008375232,0.850770841
HGNC:2197,-0.135725349,-0.008392448,0.894915266
HGNC:42647,-0.123098705,-0.008392596,0.904634111
HGNC:10902,-0.176206021,-0.00841171,0.863889082
HGNC:37214,-0.167274715,-0.008424617,0.870715405
HGNC:18086,-0.1097166,-0.008427421,0.914952641
HGNC:7825,-0.171096439,-0.008429101,0.867792994
HGNC:28005,-0.206126869,-0.008434319,0.841109716
HGNC:11512,-0.205588885,-0.008441079,0.841517996
HGNC:4709,-0.202527484,-0.008458855,0.843842259
HGNC:12945,-0.17483567,-0.008485881,0.864935706
HGNC:3020,-0.13560937,-0.008510633,0.895004455
HGNC:26408,-0.152367349,-0.008516714,0.882134116
HGNC:11931,-0.15097209,-0.008519065,0.883204363
HGNC:3211,-0.166290383,-0.008525889,0.871468443
HGNC:9089,-0.188580263,-0.008526736,0.854450968
HGNC:35199,-0.121255188,-0.008528374,0.906054521
HGNC:4515,-0.12735091,-0.008531734,0.9013592
HGNC:7859,-0.201004405,-0.008536607,0.844999197
HGNC:27845,-0.123100114,-0.00855552,0.904633025
HGNC:11167,-0.156157332,-0.008569316,0.879228247
HGNC:19977,-0.15486746,-0.008575593,0.880217011
HGNC:30013,-0.161438292,-0.008615725,0.875182386
HGNC:27407,-0.157676472,-0.008637041,0.878064017
HGNC:3228,-0.19484121,-0.008661581,0.849684747
HGNC:1078,-0.196576919,-0.008670053,0.848364543
HGNC:25250,-0.208967882,-0.008673766,0.838954482
HGNC:15740,-0.139246055,-0.008679789,0.892208552
HGNC:53911,-0.135006204,-0.0086799,0.89546832
HGNC:21400,-0.12073659,-0.008682874,0.906454158
HGNC:27828,-0.136812665,-0.008709671,0.894079184
HGNC:19439,-0.202981789,-0.008711605,0.843497243
HGNC:31696,-0.195112516,-0.008712659,0.849478355
HGNC:11439,-0.142229962,-0.008720667,0.889915675
HGNC:9201,-0.151884343,-0.008721582,0.882504581
HGNC:6451,-0.123037227,-0.008722342,0.904681473
HGNC:7612,-0.178779112,-0.008735372,0.861924604
HGNC:20793,-0.199662468,-0.008766105,0.846018862
HGNC:12827,-0.207652137,-0.008785308,0.839952452
HGNC:9611,-0.193914166,-0.008801931,0.850390071
HGNC:6855,-0.209230088,-0.008818091,0.838755639
HGNC:45010,-0.171701117,-0.008841235,0.867330799
HGNC:27252,-0.171689016,-0.008851928,0.867340048
HGNC:29653,-0.172910243,-0.008853671,0.866406743
HGNC:18495,-0.13302058,-0.008854744,0.896995662
HGNC:29100,-0.083746792,-0.008860505,0.935023187
HGNC:9704,-0.115791527,-0.008861291,0.910266253
HGNC:23304,-0.195399918,-0.008861884,0.849259732
HGNC:29191,-0.172841175,-0.008866535,0.866459522
HGNC:34297,-0.190971703,-0.008901477,0.852629712
HGNC:21403,-0.19567621,-0.008906729,0.849049573
HGNC:29183,-0.194730483,-0.008914754,0.849768984
HGNC:8535,-0.204364624,-0.008921047,0.842447281
HGNC:7454,-0.125524699,-0.008930709,0.902765452
HGNC:9447,-0.215679347,-0.008930871,0.833868694
HGNC:23028,-0.182309337,-0.008931369,0.859231009
HGNC:8674,-0.169440283,-0.008936034,0.869059174
HGNC:28187,-0.115320746,-0.008942184,0.910629301
HGNC:25369,-0.171363459,-0.008943249,0.867588887
HGNC:11261,-0.196618746,-0.008944255,0.848332736
HGNC:52826,-0.194493291,-0.00894464,0.849949438
HGNC:23671,-0.14561558,-0.008946312,0.887315419
HGNC:29989,-0.185621255,-0.008953151,0.85670572
HGNC:23089,-0.192762756,-0.008957996,0.851266294
HGNC:36316,-0.142660902,-0.008984067,0.889584622
HGNC:5897,-0.190356663,-0.008985538,0.853098022
HGNC:14899,-0.200212391,-0.009046482,0.845600969
HGNC:25851,-0.162935785,-0.009050685,0.87403581
HGNC:12309,-0.21319179,-0.009065308,0.835752773
HGNC:18417,-0.190320439,-0.009073218,0.853125606
HGNC:20583,-0.206658344,-0.009075414,0.840706425
HGNC:39694,-0.130772982,-0.009076574,0.89872505
HGNC:5249,-0.214692986,-0.009091317,0.834615633
HGNC:11598,-0.171888867,-0.00909503,0.8671873
HGNC:13291,-0.179880593,-0.009101342,0.861083961
HGNC:6938,-0.206541568,-0.009108269,0.840795032
HGNC:19358,-0.150937555,-0.009122772,0.883230856
HGNC:21898,-0.198055557,-0.009125499,0.847240263
HGNC:24975,-0.134220952,-0.009126745,0.896072283
HGNC:21882,-0.159688414,-0.009142545,0.87652259
HGNC:19241,-0.18965655,-0.009142561,0.853631184
HGNC:20165,-0.223772101,-0.009144222,0.827746996
HGNC:17794,-0.138807855,-0.009156888,0.892545361
HGNC:11497,-0.205995352,-0.009160272,0.841209521
HGNC:18075,-0.16648035,-0.009187024,0.871323102
HGNC:15721,-0.191747477,-0.009190178,0.8520391
HGNC:51791,-0.11911733,-0.009202105,0.907702156
HGNC:24941,-0.159533979,-0.009217878,0.87664089
HGNC:30184,-0.182491625,-0.009221738,0.859091973
HGNC:19248,-0.169207856,-0.009227761,0.869236903
HGNC:7871,-0.228467563,-0.009256879,0.824200715
HGNC:20576,-0.222193912,-0.009266949,0.82893986
HGNC:5284,-0.218024676,-0.009273907,0.832093359
HGNC:21166,-0.171178212,-0.009312434,0.867730487
HGNC:26511,-0.194307503,-0.009312718,0.850090791
HGNC:11271,-0.189852329,-0.00931432,0.853482083
HGNC:4088,-0.211324336,-0.009331744,0.837167909
HGNC:40582,-0.123031118,-0.009332418,0.904686179
HGNC:31749,-0.204100787,-0.009340681,0.842647583
HGNC:34498,-0.162752532,-0.009366063,0.874176104
HGNC:23799,-0.223140595,-0.009367199,0.828224261
HGNC:31894,-0.146761376,-0.009387451,0.886435732
HGNC:11917,-0.221533132,-0.009415437,0.829439444
HGNC:12925,-0.138023962,-0.009442265,0.893147932
HGNC:29206,-0.168125255,-0.009452588,0.87006483
HGNC:49275,-0.169458053,-0.009462824,0.869045586
HGNC:17428,-0.13396991,-0.009464808,0.896265381
HGNC:15720,-0.162933806,-0.009475882,0.874037325
HGNC:6228,-0.17807431,-0.009479381,0.862462602
HGNC:14010,-0.169116465,-0.009488014,0.869306788
HGNC:16655,-0.212524174,-0.009503324,0.836258615
HGNC:28620,-0.177460949,-0.009505227,0.862930859
HGNC:33345,-0.171416495,-0.009508586,0.867548348
HGNC:25993,-0.16256739,-0.009512973,0.874317848
HGNC:27111,-0.222573662,-0.009522527,0.828652786
HGNC:12261,-0.144351304,-0.009531656,0.888286256
HGNC:25148,-0.14207237,-0.009556782,0.890036744
HGNC:33185,-0.207273084,-0.009566188,0.840240012
HGNC:20460,-0.153888908,-0.009578103,0.880967276
HGNC:18907,-0.235023085,-0.009612283,0.819256629
HGNC:24269,-0.201331228,-0.009628327,0.844750907
HGNC:15082,-0.202472207,-0.009634018,0.843884241
HGNC:2552,-0.184788119,-0.009642082,0.857340814
HGNC:14049,-0.20279015,-0.009647587,0.843642776
HGNC:7778,-0.197254006,-0.009649217,0.847849676
HGNC:13539,-0.147770596,-0.009654165,0.885661037
HGNC:23817,-0.236046436,-0.009656009,0.818485582
HGNC:30521,-0.137629228,-0.009656804,0.893451386
HGNC:1916,-0.231808551,-0.009684461,0.821679954
HGNC:23675,-0.221997397,-0.009686229,0.829088427
HGNC:14979,-0.208485207,-0.00968685,0.839320547
HGNC:14837,-0.15302711,-0.009699647,0.881628127
HGNC:16754,-0.228321096,-0.009701356,0.824311273
HGNC:20619,-0.161836522,-0.009702661,0.874877445
HGNC:23369,-0.182530724,-0.009709219,0.859062151
HGNC:18664,-0.175900335,-0.009714038,0.86412253
HGNC:53320,-0.159006153,-0.00972484,0.877045236
HGNC:3815,-0.144682471,-0.009774565,0.888031934
HGNC:559,-0.086376741,-0.009780717,0.932988205
HGNC:51652,-0.133122377,-0.00980254,0.896917349
HGNC:32151,-0.185525272,-0.009802755,0.856778882
HGNC:18916,-0.162756742,-0.009802781,0.874172881
HGNC:28407,-0.19553976,-0.009820752,0.849153361
HGNC:8603,-0.204410911,-0.009834605,0.842412142
HGNC:14173,-0.206579237,-0.009836088,0.84076645
HGNC:12370,-0.22079422,-0.009836948,0.829998194
HGNC:9322,-0.191386404,-0.009837123,0.85231398
HGNC:2773,-0.18213567,-0.009861637,0.859363474
HGNC:4636,-0.2207359,-0.009864879,0.830042299
HGNC:37255,-0.208974897,-0.009881928,0.838949162
HGNC:20774,-0.219880634,-0.009895062,0.830689169
HGNC:2522,-0.239915862,-0.009904925,0.81557201
HGNC:5758,-0.180244995,-0.009911322,0.860805892
HGNC:31303,-0.16445886,-0.009923271,0.872869965
HGNC:15746,-0.206711139,-0.00994527,0.840666366
HGNC:11795,-0.240300342,-0.009959972,0.815282668
HGNC:11824,-0.23443976,-0.009964631,0.819696229
HGNC:3255,-0.158490355,-0.009970866,0.877440404
HGNC:16887,-0.217477955,-0.010021233,0.832507119
HGNC:51139,-0.110071773,-0.010029595,0.914678553
HGNC:3563,-0.18918646,-0.010030512,0.853989218
HGNC:25613,-0.198748676,-0.01005692,0.846713376
HGNC:32395,-0.165150238,-0.010086931,0.872340852
HGNC:9970,-0.210766158,-0.010104794,0.83759101
HGNC:2554,-0.198320904,-0.01010568,0.847038545
HGNC:30519,-0.193268507,-0.01011423,0.850881391
HGNC:32326,-0.188300329,-0.010117176,0.854664217
HGNC:1594,-0.237438498,-0.010122417,0.817437058
HGNC:10611,-0.228961592,-0.010124577,0.823827838
HGNC:10420,-0.181878557,-0.01015422,0.859559597
HGNC:18989,-0.17890061,-0.010155494,0.861831869
HGNC:16835,-0.237313446,-0.010158531,0.817531233
HGNC:23339,-0.179559182,-0.010160343,0.861329241
HGNC:40049,-0.15871675,-0.010178133,0.877266952
HGNC:14299,-0.229014645,-0.010195651,0.823787798
HGNC:9210,-0.192131256,-0.010195717,0.851746957
HGNC:7159,-0.196805726,-0.010196305,0.848190547
HGNC:4075,-0.169868644,-0.010199422,0.868731642
HGNC:28664,-0.151288523,-0.010218012,0.882961618
HGNC:6428,-0.171940418,-0.010222435,0.8671479
HGNC:12511,-0.179691152,-0.010237341,0.861228528
HGNC:20754,-0.187489138,-0.010237899,0.85528224
HGNC:30629,-0.23529627,-0.010256366,0.819050777
HGNC:8596,-0.234596629,-0.010266716,0.819578004
HGNC:11526,-0.240837263,-0.010279393,0.814878657
HGNC:5801,-0.17870241,-0.010288743,0.86198315
HGNC:29372,-0.239963908,-0.010302637,0.815535851
HGNC:29569,-0.203547617,-0.010311767,0.84306758
HGNC:8499,-0.175591021,-0.010313435,0.864358762
HGNC:10075,-0.251477164,-0.010314175,0.806884556
HGNC:6057,-0.198118425,-0.010322484,0.84719247
HGNC:33539,-0.221426143,-0.010329442,0.82952034
HGNC:28338,-0.204667382,-0.01034807,0.842217447
HGNC:30309,-0.241208084,-0.010387765,0.814599662
HGNC:6230,-0.187017634,-0.010388152,0.855641514
HGNC:6897,-0.222696147,-0.010394785,0.828560199
HGNC:29846,-0.217315601,-0.010401719,0.83263
HGNC:24658,-0.247647444,-0.01040863,0.809759291
HGNC:9612,-0.237215185,-0.010424401,0.817605235
HGNC:5394,-0.212510529,-0.010436145,0.836268954
HGNC:7103,-0.179160297,-0.010460044,0.861633666
HGNC:11845,-0.205493754,-0.010506012,0.841590197
HGNC:23924,-0.166445377,-0.010516626,0.871349859
HGNC:28667,-0.141882243,-0.010518915,0.890182812
HGNC:17961,-0.211234868,-0.010527055,0.837235723
HGNC:6378,-0.177120881,-0.010528575,0.863190501
HGNC:20489,-0.214582351,-0.010540147,0.834699424
HGNC:20499,-0.186569614,-0.010567705,0.855982925
HGNC:21398,-0.164700917,-0.01057596,0.872684711
HGNC:18943,-0.18821858,-0.010584988,0.854726494
HGNC:4402,-0.238144972,-0.010589263,0.816905075
HGNC:25020,-0.245405189,-0.010598801,0.811443809
HGNC:12605,-0.202959274,-0.010618576,0.84351434
HGNC:1643,-0.198060558,-0.010621067,0.847236462
HGNC:27289,-0.164698409,-0.010635172,0.87268663
HGNC:13408,-0.231910928,-0.01063587,0.821602745
HGNC:6408,-0.219672166,-0.010641895,0.830846861
HGNC:43894,-0.246798596,-0.010654319,0.810396876
HGNC:34490,-0.143301118,-0.010662007,0.889092843
HGNC:18319,-0.193520781,-0.010678145,0.850689413
HGNC:29530,-0.183411336,-0.010697356,0.858390562
HGNC:3696,-0.178738728,-0.010700466,0.861955429
HGNC:6565,-0.153370122,-0.010703063,0.881365084
HGNC:30589,-0.142784001,-0.010703272,0.88949006
HGNC:11313,-0.246623069,-0.010708444,0.810528736
HGNC:11459,-0.216691415,-0.010725776,0.833102471
HGNC:29674,-0.198630139,-0.010727222,0.846803479
HGNC:13051,-0.225571329,-0.01073207,0.826387627
HGNC:14131,-0.194235007,-0.010737318,0.850145949
HGNC:8277,-0.198236905,-0.010755318,0.8471024
HGNC:7754,-0.212501877,-0.010755998,0.83627551
HGNC:10489,-0.24983983,-0.010778154,0.808113232
HGNC:11467,-0.223446627,-0.010790742,0.827992965
HGNC:51306,-0.178772362,-0.010792508,0.861929757
HGNC:29753,-0.234144796,-0.010798194,0.819918542
HGNC:12736,-0.254329487,-0.010799664,0.804745468
HGNC:19118,-0.14955331,-0.010804365,0.884292907
HGNC:23093,-0.257647185,-0.010833466,0.80225952
HGNC:15521,-0.178889075,-0.01083896,0.861840674
HGNC:17495,-0.160468181,-0.010843958,0.875925327
HGNC:40341,-0.154649369,-0.010845612,0.880384212
HGNC:28890,-0.18116877,-0.01085288,0.860101065
HGNC:44197,-0.252230939,-0.010854469,0.806319101
HGNC:25451,-0.13516422,-0.010867308,0.895346794
HGNC:14468,-0.147290135,-0.010893616,0.886029831
HGNC:10779,-0.258893824,-0.010899001,0.801326016
HGNC:10707,-0.159771112,-0.010914839,0.876459244
HGNC:14922,-0.256299499,-0.01093569,0.80326906
HGNC:38682,-0.158874147,-0.010937515,0.877146366
HGNC:27643,-0.187945955,-0.010944152,0.854934192
HGNC:14476,-0.26664537,-0.010948962,0.795529019
HGNC:13830,-0.223732166,-0.010978183,0.827777175
HGNC:33708,-0.231573313,-0.011008397,0.821857371
HGNC:12619,-0.227374808,-0.011012958,0.825025655
HGNC:27161,-0.244682738,-0.011041024,0.811986775
HGNC:5980,-0.255672769,-0.011051785,0.803738668
HGNC:5201,-0.204511646,-0.011074626,0.84233567
HGNC:9410,-0.259849012,-0.011094129,0.80061098
HGNC:10806,-0.251704793,-0.011102693,0.806713785
HGNC:21184,-0.237248382,-0.011121761,0.817580234
HGNC:25536,-0.248765127,-0.01112313,0.808920003
HGNC:21235,-0.240099503,-0.01112713,0.815433806
HGNC:4381,-0.247336401,-0.011148392,0.809992904
HGNC:3309,-0.24064386,-0.01115691,0.815024178
HGNC:4824,-0.191805042,-0.01116514,0.851995278
HGNC:8003,-0.270806978,-0.011204953,0.792422161
HGNC:29363,-0.232661338,-0.011205051,0.821036873
HGNC:21610,-0.213420063,-0.01121061,0.835579833
HGNC:25128,-0.196216735,-0.011216248,0.848638463
HGNC:54351,-0.181713791,-0.011227415,0.859685283
HGNC:21870,-0.216194324,-0.011228494,0.833478789
HGNC:2678,-0.266230826,-0.011238498,0.795838707
HGNC:19987,-0.175647511,-0.011243864,0.864315618
HGNC:6609,-0.240612069,-0.011274233,0.815048099
HGNC:24459,-0.199816116,-0.011286235,0.845902098
HGNC:49007,-0.193189729,-0.011295654,0.850941342
HGNC:1339,-0.2592848,-0.011297744,0.801033315
HGNC:29063,-0.248233623,-0.011315443,0.809319087
HGNC:2899,-0.204884006,-0.011335332,0.842053009
HGNC:26489,-0.244433121,-0.011343049,0.812174402
HGNC:17117,-0.256090527,-0.011352799,0.803425634
HGNC:9974,-0.214523752,-0.011352975,0.834743806
